packet_id,alert,label,tp,tn,fp,fn,windows,candidates,pruning_pct,duration_ms
0,true,XSS,1,0,0,0,3326,8,99.8,33734.034
1,false,BENIGN,0,1,0,0,3134,2,99.9,12118.812
2,false,BENIGN,0,1,0,0,2576,5,99.8,17941.631
3,true,XSS,1,0,0,0,3326,9,99.7,40830.954
4,true,XSS,1,0,0,0,3326,8,99.8,39528.029
5,true,XSS,1,0,0,0,3326,9,99.7,41824.851
6,false,BENIGN,0,1,0,0,3056,4,99.9,19394.130
7,false,BENIGN,0,1,0,0,1958,5,99.7,25050.767
8,false,BENIGN,0,1,0,0,2432,4,99.8,17787.263
9,true,XSS,1,0,0,0,3326,9,99.7,41168.501
10,false,BENIGN,0,1,0,0,4034,4,99.9,17378.919
11,false,XSS,0,0,0,1,1976,2,99.9,7509.676
12,false,BENIGN,0,1,0,0,3854,3,99.9,14547.715
13,true,XSS,1,0,0,0,3326,8,99.8,35351.257
14,false,BENIGN,0,1,0,0,3554,7,99.8,31330.696
15,false,BENIGN,0,1,0,0,1520,1,99.9,4398.037
16,true,XSS,1,0,0,0,3326,8,99.8,36981.291
17,false,BENIGN,0,1,0,0,3398,6,99.8,27621.347
18,true,XSS,1,0,0,0,3326,9,99.7,49137.419
19,true,XSS,1,0,0,0,3326,9,99.7,39509.683
20,false,BENIGN,0,1,0,0,5954,14,99.8,63715.379
21,true,XSS,1,0,0,0,3326,8,99.8,33383.286
22,true,XSS,1,0,0,0,3326,9,99.7,38436.556
23,false,BENIGN,0,1,0,0,1610,2,99.9,7997.563
24,true,XSS,1,0,0,0,3326,8,99.8,31670.853
25,true,XSS,1,0,0,0,3326,8,99.8,36778.833
26,false,BENIGN,0,1,0,0,2030,2,99.9,6373.628
27,true,XSS,1,0,0,0,3326,8,99.8,36802.798
28,false,BENIGN,0,1,0,0,4034,5,99.9,19293.352
29,false,BENIGN,0,1,0,0,3884,9,99.8,36811.549
30,true,XSS,1,0,0,0,3326,8,99.8,41695.232
31,true,XSS,1,0,0,0,3326,9,99.7,41528.746
