packet_id,alert,label,tp,tn,fp,fn,windows,candidates,pruning_pct,duration_ms
0,false,BENIGN,0,1,0,0,7298,13,99.8,70176.536
1,true,FTP-Patator,1,0,0,0,236,1,99.6,4805.900
2,false,BENIGN,0,1,0,0,17516,37,99.8,171728.684
3,false,BENIGN,0,1,0,0,2258,7,99.7,39250.084
4,false,BENIGN,0,1,0,0,1634,2,99.9,8670.238
5,false,BENIGN,0,1,0,0,1628,3,99.8,19437.897
6,true,FTP-Patator,1,0,0,0,170,1,99.4,4908.424
7,false,BENIGN,0,1,0,0,2030,4,99.8,18927.276
8,true,FTP-Patator,1,0,0,0,182,2,98.9,7824.372
9,false,BENIGN,0,1,0,0,1568,3,99.8,17874.583
10,false,BENIGN,0,1,0,0,2018,5,99.8,572799.211
11,false,BENIGN,0,1,0,0,34604,119,99.7,71185.704
12,true,FTP-Patator,1,0,0,0,212,1,99.5,4909.640
13,false,BENIGN,0,1,0,0,17456,43,99.8,209823.053
14,true,FTP-Patator,1,0,0,0,218,1,99.5,4776.608
15,false,BENIGN,0,1,0,0,2426,5,99.8,26459.133
16,true,FTP-Patator,1,0,0,0,182,1,99.5,3743.459
17,false,BENIGN,0,1,0,0,4064,12,99.7,60693.806
18,false,BENIGN,0,1,0,0,2018,3,99.9,13020.895
19,false,BENIGN,0,1,0,0,4394,5,99.9,25340.720
20,true,FTP-Patator,1,0,0,0,188,1,99.5,4983.002
21,false,BENIGN,0,1,0,0,1472,3,99.8,14911.304
22,true,FTP-Patator,1,0,0,0,182,1,99.5,8623.317
23,false,BENIGN,0,1,0,0,2018,2,99.9,8000.101
24,false,BENIGN,0,1,0,0,2222,2,99.9,8417.193
25,false,BENIGN,0,1,0,0,8006,8,99.9,39957.074
26,false,BENIGN,0,1,0,0,2006,4,99.8,20665.632
27,true,FTP-Patator,1,0,0,0,236,2,99.2,9772.414
28,true,FTP-Patator,1,0,0,0,188,2,98.9,9614.396
29,false,BENIGN,0,1,0,0,4148,4,99.9,20789.729
30,true,FTP-Patator,1,0,0,0,206,2,99.0,9817.570
31,false,BENIGN,0,1,0,0,1742,6,99.7,32672.333
32,true,FTP-Patator,1,0,0,0,224,1,99.6,4778.951
33,true,FTP-Patator,1,0,0,0,230,2,99.1,9839.536
34,true,FTP-Patator,1,0,0,0,230,2,99.1,9621.134
35,false,BENIGN,0,1,0,0,4772,8,99.8,42425.810
36,true,FTP-Patator,1,0,0,0,182,1,99.5,3970.192
37,false,BENIGN,0,1,0,0,8138,15,99.8,73126.883
38,true,FTP-Patator,1,0,0,0,182,2,98.9,10436.770
39,true,FTP-Patator,1,0,0,0,236,1,99.6,4879.000
40,true,FTP-Patator,1,0,0,0,182,2,98.9,7983.326
41,false,BENIGN,0,1,0,0,2750,3,99.9,13664.178
42,false,BENIGN,0,1,0,0,2480,5,99.8,31418.362
43,true,FTP-Patator,1,0,0,0,200,1,99.5,4624.413
44,true,FTP-Patator,1,0,0,0,200,1,99.5,4978.325
45,false,BENIGN,0,1,0,0,4580,9,99.8,160445.354
46,false,BENIGN,0,1,0,0,1712,2,99.9,8828.807
47,false,BENIGN,0,1,0,0,1856,6,99.7,28015.472
48,false,BENIGN,0,1,0,0,2546,4,99.8,18639.089
49,false,BENIGN,0,1,0,0,2570,6,99.8,28683.661
50,false,BENIGN,0,1,0,0,1808,4,99.8,24219.295
51,true,FTP-Patator,1,0,0,0,236,1,99.6,4784.165
52,true,FTP-Patator,1,0,0,0,236,1,99.6,4888.649
53,false,BENIGN,0,1,0,0,1520,4,99.7,22156.475
54,false,BENIGN,0,1,0,0,2588,5,99.8,22487.918
55,false,BENIGN,0,1,0,0,6476,17,99.7,82855.449
56,true,FTP-Patator,1,0,0,0,182,1,99.5,4217.585
57,true,FTP-Patator,1,0,0,0,200,1,99.5,4604.668
58,true,FTP-Patator,1,0,0,0,182,1,99.5,3927.138
59,false,BENIGN,0,1,0,0,2018,2,99.9,8335.111
60,false,BENIGN,0,1,0,0,4538,11,99.8,52169.797
61,false,BENIGN,0,1,0,0,1796,2,99.9,11505.848
62,true,FTP-Patator,1,0,0,0,218,1,99.5,4865.057
63,true,FTP-Patator,1,0,0,0,182,1,99.5,11173.869
64,false,BENIGN,0,1,0,0,1802,2,99.9,8832.617
65,false,BENIGN,0,1,0,0,1676,3,99.8,13376.513
66,false,BENIGN,0,1,0,0,1892,6,99.7,29981.798
67,false,BENIGN,0,1,0,0,1274,2,99.8,9029.676
68,true,FTP-Patator,1,0,0,0,248,1,99.6,4799.553
69,false,BENIGN,0,1,0,0,2030,2,99.9,8146.892
70,false,BENIGN,0,1,0,0,2084,5,99.8,25465.461
71,true,FTP-Patator,1,0,0,0,188,1,99.5,4757.242
72,true,FTP-Patator,1,0,0,0,218,1,99.5,4743.410
73,true,FTP-Patator,1,0,0,0,164,2,98.8,7701.696
74,false,BENIGN,0,1,0,0,1964,5,99.7,23320.229
75,false,BENIGN,0,1,0,0,4994,11,99.8,52518.240
76,true,FTP-Patator,1,0,0,0,254,2,99.2,9651.590
77,true,FTP-Patator,1,0,0,0,242,2,99.2,9875.853
78,true,FTP-Patator,1,0,0,0,260,1,99.6,14079.178
79,true,FTP-Patator,1,0,0,0,182,1,99.5,4025.500
80,true,FTP-Patator,1,0,0,0,182,2,98.9,8209.731
81,true,FTP-Patator,1,0,0,0,182,1,99.5,4114.119
82,true,FTP-Patator,1,0,0,0,236,1,99.6,4935.858
83,true,FTP-Patator,1,0,0,0,200,1,99.5,5160.547
84,false,BENIGN,0,1,0,0,2834,8,99.7,48091.533
85,true,FTP-Patator,1,0,0,0,230,1,99.6,4786.364
86,false,BENIGN,0,1,0,0,7568,14,99.8,68836.194
87,true,FTP-Patator,1,0,0,0,182,1,99.5,5357.953
88,false,BENIGN,0,1,0,0,2144,5,99.8,41051.675
89,true,FTP-Patator,1,0,0,0,218,2,99.1,9374.329
90,false,BENIGN,0,1,0,0,2660,7,99.7,584211.459
91,true,FTP-Patator,1,0,0,0,170,2,98.8,9538.955
92,false,BENIGN,0,1,0,0,3062,4,99.9,21353.505
93,true,FTP-Patator,1,0,0,0,218,1,99.5,4932.258
94,false,BENIGN,0,1,0,0,2756,6,99.8,31536.257
95,true,FTP-Patator,1,0,0,0,218,2,99.1,9477.617
96,false,BENIGN,0,1,0,0,2030,2,99.9,7711.274
97,true,FTP-Patator,1,0,0,0,236,2,99.2,9405.846
98,true,FTP-Patator,1,0,0,0,200,2,99.0,9569.953
99,true,FTP-Patator,1,0,0,0,242,1,99.6,4832.140
100,false,BENIGN,0,1,0,0,4028,5,99.9,23329.218
101,false,BENIGN,0,1,0,0,52424,109,99.8,68217.090
102,true,FTP-Patator,1,0,0,0,230,1,99.6,4872.018
103,false,BENIGN,0,1,0,0,2060,6,99.7,36088.545
104,false,BENIGN,0,1,0,0,2018,2,99.9,8125.638
105,false,BENIGN,0,1,0,0,3104,7,99.8,34021.818
106,false,BENIGN,0,1,0,0,2492,5,99.8,23761.677
107,true,FTP-Patator,1,0,0,0,182,1,99.5,4140.435
108,true,FTP-Patator,1,0,0,0,248,1,99.6,5054.514
109,false,BENIGN,0,1,0,0,2438,4,99.8,17535.153
110,false,BENIGN,0,1,0,0,1070,3,99.7,12960.264
111,false,BENIGN,0,1,0,0,1712,4,99.8,21797.440
112,true,FTP-Patator,1,0,0,0,260,2,99.2,9169.141
113,false,BENIGN,0,1,0,0,2102,6,99.7,28784.291
114,false,BENIGN,0,1,0,0,4196,6,99.9,26450.582
115,true,FTP-Patator,1,0,0,0,182,1,99.5,3817.526
116,false,BENIGN,0,1,0,0,2588,5,99.8,24229.034
117,true,FTP-Patator,1,0,0,0,182,1,99.5,4170.383
118,true,FTP-Patator,1,0,0,0,182,1,99.5,4104.855
119,true,FTP-Patator,1,0,0,0,242,2,99.2,9858.416
120,true,FTP-Patator,1,0,0,0,182,1,99.5,4067.214
121,false,FTP-Patator,0,0,0,1,0,0,100.0,0.004
122,false,BENIGN,0,1,0,0,1718,3,99.8,14954.490
123,false,BENIGN,0,1,0,0,2642,6,99.8,32248.893
124,true,FTP-Patator,1,0,0,0,236,1,99.6,4952.418
125,false,BENIGN,0,1,0,0,26216,55,99.8,38443.948
126,true,FTP-Patator,1,0,0,0,242,1,99.6,4606.480
127,true,FTP-Patator,1,0,0,0,230,2,99.1,9031.428
128,false,BENIGN,0,1,0,0,2528,5,99.8,23645.395
129,false,BENIGN,0,1,0,0,2354,4,99.8,17595.765
130,true,FTP-Patator,1,0,0,0,182,1,99.5,4963.393
131,true,FTP-Patator,1,0,0,0,200,1,99.5,4915.948
132,true,FTP-Patator,1,0,0,0,182,1,99.5,4200.910
133,false,BENIGN,0,1,0,0,3806,9,99.8,38588.305
134,false,BENIGN,0,1,0,0,2030,3,99.9,14992.847
135,true,FTP-Patator,1,0,0,0,206,1,99.5,4909.210
