packet_id,alert,label,tp,tn,fp,fn,windows,candidates,pruning_pct,duration_ms
0,false,BENIGN,0,1,0,0,2030,2,99.9,7142.401
1,false,BENIGN,0,1,0,0,2018,2,99.9,8350.177
2,true,XSS,1,0,0,0,3326,8,99.8,41640.690
3,false,BENIGN,0,1,0,0,2258,9,99.6,43391.512
4,false,BENIGN,0,1,0,0,2018,3,99.9,10363.406
5,true,Brute-Force,1,0,0,0,3404,6,99.8,25220.721
6,false,BENIGN,0,1,0,0,1802,2,99.9,8508.880
7,true,Brute-Force,1,0,0,0,3404,6,99.8,28882.721
8,true,XSS,1,0,0,0,3326,9,99.7,41017.063
9,false,BENIGN,0,1,0,0,3884,9,99.8,38063.884
10,false,BENIGN,0,1,0,0,4514,6,99.9,25130.217
11,true,Brute-Force,1,0,0,0,3404,6,99.8,26242.657
12,true,XSS,1,0,0,0,3326,9,99.7,41906.004
13,true,XSS,1,0,0,0,3326,10,99.7,45302.059
14,false,BENIGN,0,1,0,0,2588,5,99.8,31325.920
15,false,BENIGN,0,1,0,0,2030,4,99.8,19111.352
16,false,BENIGN,0,1,0,0,4028,5,99.9,21103.744
17,false,BENIGN,0,1,0,0,1274,5,99.6,25966.485
18,false,BENIGN,0,1,0,0,1964,5,99.7,20521.463
19,true,FTP-Patator,1,0,0,0,230,1,99.6,4244.091
20,true,FTP-Patator,1,0,0,0,236,1,99.6,4409.492
21,false,BENIGN,0,1,0,0,2582,7,99.7,30732.331
22,true,FTP-Patator,1,0,0,0,182,1,99.5,3812.713
23,true,FTP-Patator,1,0,0,0,248,1,99.6,4443.819
24,false,BENIGN,0,1,0,0,2018,3,99.9,13829.265
25,false,BENIGN,0,1,0,0,3278,4,99.9,22243.626
26,true,XSS,1,0,0,0,3326,8,99.8,37074.011
27,true,Brute-Force,1,0,0,0,3404,8,99.8,38196.249
28,false,BENIGN,0,1,0,0,1070,3,99.7,10355.347
29,false,BENIGN,0,1,0,0,2528,5,99.8,18890.012
30,false,BENIGN,0,1,0,0,2636,6,99.8,22377.522
31,false,BENIGN,0,1,0,0,2030,2,99.9,6076.947
32,true,XSS,1,0,0,0,3326,9,99.7,37142.389
33,true,XSS,1,0,0,0,3326,9,99.7,40536.562
34,false,BENIGN,0,1,0,0,1634,2,99.9,7719.304
35,false,BENIGN,0,1,0,0,4550,14,99.7,65172.220
36,false,BENIGN,0,1,0,0,4028,4,99.9,21830.484
37,false,BENIGN,0,1,0,0,1922,4,99.8,18095.580
38,true,Brute-Force,1,0,0,0,3404,5,99.9,24625.980
39,true,FTP-Patator,1,0,0,0,200,1,99.5,5071.584
40,false,BENIGN,0,1,0,0,2030,2,99.9,8627.688
41,false,BENIGN,0,1,0,0,2030,3,99.9,14847.311
42,true,Brute-Force,1,0,0,0,3404,6,99.8,42198.908
43,false,BENIGN,0,1,0,0,1718,5,99.7,19885.468
44,false,BENIGN,0,1,0,0,2084,5,99.8,23723.099
45,true,FTP-Patator,1,0,0,0,182,2,98.9,8459.064
46,false,BENIGN,0,1,0,0,1700,2,99.9,11626.014
47,false,BENIGN,0,1,0,0,1676,4,99.8,26197.099
48,false,BENIGN,0,1,0,0,4082,9,99.8,44363.262
49,true,XSS,1,0,0,0,3326,9,99.7,43985.063
